,season,episode,title,story,rating,date
228,S10,E22,The Cognition Regeneration,"An event demonstrates to Sheldon that his cognitive abilities are weakening. This thought dismays him for many reasons, including the fact that his time to come up with a Nobel award winning project is getting shorter and shorter. Sheldon having read that taxing one's mental skills makes them sharper, his friends come up with different ideas as skills that Sheldon may learn to help him feel like his mental acuity is strengthening. In the process, Amy comes to some conclusions, including that Sheldon's task is a catch-22 proposition for failure. Meanwhile, Penny, Amy and Bernadette, on a girls' night out, run into Penny's old boyfriend, Zack, who has among his news that he is engaged. He proposes that he, his fiancée, Penny and Leonard go out as a foursome to catch up, Zack who has always liked Leonard. Leonard reluctantly agrees. That reluctance is strengthened when, at dinner, an issue comes to light about Penny's current life, with Zack coming up with a proposition to solve that problem, that solution which would entail the two of them spending more time together. Leonard doesn't want Penny to do it still feeling insecure about Zack, and despite he knowing that it would make Penny happy. Penny wants to do it, but not if it will drive a wedge between her Leonard. The Hofstadters have to come to a negotiated settlement about the issue.",6.8,"Thu, Apr 27, 2017"
229,S10,E23,The Gyroscopic Collapse,"Leonard, Sheldon and Howard, along with their closest friends and loved ones, are celebrating the near completion of the first phase of the military project, the three researchers excited about getting started on the second phase. Their excitement is brought to an abrupt end when they speak to Colonel Williams both about the year they've put into the first phase and about the details about the second phase. They have to figure out a way to deal with the emotional roller coaster. As such, Amy has troubles telling Sheldon, who she not only hopes loves her but believes relies on her, that she has been offered an important research fellowship for the summer at Princeton. She wants to go, her only hesitation being Sheldon. The question then becomes if Sheldon will be a supportive boyfriend or think only of himself. Meanwhile, Bernadette believes she and Howard have to set ground rules about his usual behavior around her whenever he has just completed a project. And Raj has found an affordable apartment of his own. Leonard and Penny can't help but show their true feelings about Raj moving out.",7.1,"Thu, May 4, 2017"
230,S10,E24,The Long Distance Dissonance,"Amy has now started her summer research stint at Princeton. Much to Leonard's chagrin, he has reassumed many of the responsibilities for Sheldon that Amy had taken over when she and Sheldon started seriously dating, such as driving him to specific places. But one of the responsibilities that Leonard can and will not take over may be instead assumed by Dr. Ramona Nowitzki, who Sheldon first met years ago when she was an admiring grad student and who has now reentered his life as she does research at Cal Tech. Sheldon then could not see that Ramona had a romantic interest in him, but now having been in an intimate relationship with Amy, Sheldon may now be more susceptible to romantic female advances. Sheldon and Amy's friends do not know if Ramona is once again after Sheldon, and thus if they should be worried for Amy's sake and do something to intervene or at least inform Amy of Ramona. Things take on new dimensions when Amy does find out about Ramona, and at least one person within this group does learn if Ramona still has a romantic interest in Sheldon.",8.5,"Thu, May 11, 2017"
231,S11,E1,The Proposal Proposal,"Following Ramona kissing him, Sheldon has flown to New Jersey to ask Amy to marry him in the realization that he wants Amy to be the only woman ever to kiss him. Before doing so, he believes he has asked the advice and permission from the appropriate person. What happens with the proposal may depend on how Sheldon acts around Amy's Princeton colleagues, who only know of her brilliance and not his idiosyncrasies. Meanwhile, Bernadette and Howard learn of another upcoming change to their personal situation. In trying to deal with the surprising turn of events, Bernadette and Howard look to Leonard and Penny not so much for advice but rather to ask them for a favor in dealing with the news a bit easier. And in light of Sheldon's marriage proposal, the two singletons, Raj and Stuart, continue to commiserate with each other. Their want to do so may change with a turn of fortunes. —Huggo",7.5,"Mon, Sep 25, 2017"
232,S11,E2,The Retraction Reaction,"On the university's want for more funding for the Physics Department, they've asked Leonard to appear on Ira Flatow's show on NPR to give the department some profile. The profile Leonard does give, however, is an unflattering one to the department, the university and physics in general. As such following the radio show, his job is in jeopardy, that is unless he signs a retraction to his comments on the show. He has to decide what to do as although he does realize in hindsight how unflattering his comments were, he still stands behind what he said. His comments also have an unintended consequence on Sheldon, Howard and Raj. Meanwhile, Bernadette and Amy lament that they can't share their professional successes with their significant others, who are more than willing to toot their own horns with any and every little success they achieve. This lamentation comes on the heels of Amy getting much new and expensive lab equipment, while she knows the financial difficulties the Physics Department is undergoing, which means that Sheldon has had no such new goodies of late. The alternative that Bernadette and Amy come up with to celebrate their respective successes doesn't quite turn out the way they envisioned.",7.2,"Mon, Oct 2, 2017"
233,S11,E3,The Relaxation Integration,"Sheldon and Amy are in the midst of wedding planning, Sheldon wanting to ensure that everything is to his specification. He's narrowed the actual wedding day to one of eighty choices. However, in Sheldon's sleep, Amy finds that he has started to sleep talk, dreaming Sheldon who is more easy going and laid back than awake Sheldon has ever contemplated being, especially wedding planning Sheldon. Confused, Amy turns to Leonard and Penny for advice and counsel about what it all means, she believing it could be stress induced from the wedding planning. Amy isn't sure if she should tell Sheldon about it. But Sheldon does find out, he who has to decide what to do with the information. Meanwhile, Bernadette is planning on taking a new colleague named Ruchi out for drinks after work. Howard wants Bernadette to set Ruchi up with either Raj or Stuart, which she refuses to do. But Raj and Stuart both do find out about Ruchi, and both want to date her. Ruchi may have some say in the matter. —Huggo",7.0,"Mon, Oct 9, 2017"
234,S11,E4,The Explosion Implosion,Howard and Bernadette are disappointed when they find out the sex of the baby. Leonard is annoyed when his mother befriends Penny.,7.1,"Mon, Oct 16, 2017"
235,S11,E5,The Collaboration Contamination,"Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny starts using a parenting book to control Sheldon's behavior.",7.3,"Mon, Oct 23, 2017"
236,S11,E6,The Proton Regeneration,"Sheldon learns that the Professor Proton show is being resurrected. He believes that he would make the perfect twenty-first century Professor Proton, a character he loves. The problem that he doesn't quite understand is that he has contempt for his potential audience, namely impressionable young children. When Penny likens what he needs to do in his audition tape is akin to acting, he decides to get some professional assistance in that matter, which leads to unintended consequences for him. Meanwhile, Howard has just got a vasectomy. His recuperation coincides with Bernadette being told by her physician that she requires total bed rest for a few days in being run off her feet, in part in waiting on Howard. The person who volunteers to help look after Halley in both Bernadette and Howard being incapacitated is Penny, who they don't really trust in the role of baby sitter. —Huggo",7.2,"Thu, Nov 2, 2017"
237,S11,E7,The Geology Methodology,"Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that he has accepted that offer. As such, Sheldon has to hide his activities from his friends, meaning working late hours. In the process, Sheldon has mixed emotions as even though he enjoys the work and the project, he still doesn't respect the field of Geology and so feels ashamed of collaborating in such work. He has to reconcile his feelings before it affects his work on the project. Meanwhile, Raj, out at a bar one evening with Howard, runs into Ruchi. Unlike their last awkward encounter, Raj and Ruchi have a good time together, so much so that Ruchi wants to have a casual relationship with him. If he agrees, Raj will have to see if he really can do so as he has never had a casual relationship with a woman in his life, he always having seen in the back of his mind whatever woman he's been with as his soul mate. —Huggo",7.4,"Thu, Nov 9, 2017"
238,S11,E8,The Tesla Recoil,"When Leonard and Howard find out that Sheldon worked with the military behind their backs, they are furious and ask Kripke to help them, much to Sheldon's annoyance. Meanwhile, Bernadette asks Raj to see if Ruchi is trying to steal her job.",7.1,"Thu, Nov 16, 2017"
239,S11,E9,The Bitcoin Entanglement,Sheldon tries to teach the other guys a lesson after they cut him out of a potentially valuable Bitcoin investment seven years ago.,7.7,"Thu, Nov 30, 2017"
240,S11,E10,The Confidence Erosion,"Raj blows yet another job interview, this one at a planetarium. Raj's father believes that Raj's lack of confidence is primarily due to his friendship with Howard, who is always making fun of him, which Howard would probably say is his way of being friends. A comment Howard makes after Dr. Koothrappali's talk with Raj makes Raj believe that his father may be right. So Raj decides what's best for him to move on productively with life is to take a break from Howard. The questions then become if a Howardless life will make any difference in Raj's confidence, and if Howard can do anything to make Raj change his mind. Leonard sees some similarities in the way that Penny treats him. Will that make Penny treat Leonard any differently? Meanwhile, Sheldon and Amy have decided to use the mathematical approach of decision theory to help plan their wedding, the science alone which makes it fun for Sheldon. However, science alone can't overcome some of the differences Sheldon and Amy have in what they envision their wedding to be. They'll have to figure out a way to overcome their impasse.",7.3,"Thu, Dec 7, 2017"
241,S11,E11,The Celebration Reverberation,Raj and Howard's feud continues as the gang plan Halley's first birthday party. Sheldon's surprise for Amy's birthday goes awry when they get food poisoning.,7.1,"Thu, Dec 14, 2017"
242,S11,E12,The Matrimonial Metric,"Sheldon and Amy pick their best-man and maid of honor by experimenting on the gang. Meanwhile, Leonard's self-confidence is still badly damaged after reading his brother's Christmas letter.",7.4,"Thu, Jan 4, 2018"
243,S11,E13,The Solo Oscillation,"In Raj, Amy and Leonard celebrating some professional successes however small, it comes to light that Sheldon is currently working on nothing, which is bothering him. As such, Amy encourages him to focus his attentions on finding a new scientific project to work on. In Sheldon wanting some solitude to focus his attention, Amy takes refuge at Leonard and Penny's. Leonard and Amy bond when they learn that they both were spelling bee champs at school. So they decide to recreate together science projects from their youth. Leonard and Amy's time together leaves Penny to find something else to preoccupy herself in her lack of interest in what Leonard and Amy are doing. Across the hall, the solitude is only magnifying Sheldon's frustration in not having any idea what he wants to do. He may get some inspiration from the most unlikely of sources. Meanwhile, Footprints on the Moon, Howard and Raj's band, has an upcoming gig at a bar mitzvah. Their rehearsing is causing problems at the Wolowitz/Rostenkowski home, both in the noise and Bernadette needing Howard to take care of Halley. This situation leads to Howard suggesting to Raj that he find another band mate to take his place so that he can focus his time on helping Bernadette take care of Halley. While Raj goes on his search for Howard's replacement, Howard manages to find something else to do with his time that has nothing to do with Halley.",7.2,"Thu, Jan 11, 2018"
244,S11,E14,The Separation Triangulation,"Raj meets a girl at the Planetarium, but soon after finds out she is married. Sheldon rents out his old room to use for his work.",7.2,"Thu, Jan 18, 2018"
245,S11,E15,The Novelization Correlation,"The reboot of the ""Professor Proton"" show with Wil Wheaton assuming the titular role from the now-deceased Arthur Jeffries has just started airing. Sheldon wanting to be Professor Proton has placed Wil back on his enemy list. Without watching it, Sheldon decides to do whatever he can to ensure that the show doesn't succeed. However, in Amy convincing Sheldon at least to watch the show before he criticizes it, Sheldon is surprised that he actually does like the show. But a specific incident on the show brings to light something within Sheldon about which he was somewhat unaware that negatively affects his relationships with his friends, including Amy. Will that incident lead to Sheldon becoming a more empathetic friend, especially to Amy? Meanwhile, Leonard has just started to write his novel, the central character, he wishfully basing on himself, being a physicist named Logan Dean who solves crimes using science. Bernadette, who reads the early pages, convinces Leonard that the lead female character, Ilsa, a beautiful, tough, mean blonde, is based on Penny, whether it be consciously or unconsciously done. If Penny finds out, she may not take too kindly to that characterization of her. If Leonard didn't consciously base it on her, could Ilsa actually be someone else?",7.4,"Thu, Feb 1, 2018"
246,S11,E16,The Neonatal Nomenclature,"Bernadette's due date has come and gone with no sign of her and Howard's baby boy anywhere close to being in sight much to her chagrin. While Howard, who has already done his part to induce labor, figures he has all this extra time and thus is finishing work with Amy on their project proposal, their friends do whatever they can both to keep Bernadette company and to see if they can do anything to make the baby arrive faster. It is during his time with Amy that Howard learns some news about a decision that Bernadette has made unilaterally which may negatively affect what should be one of the happier moments of their joint lives. —Huggo",7.1,"Thu, Mar 1, 2018"
247,S11,E17,The Athenaeum Allocation,"Amy and Sheldon, more precisely Sheldon has finally decided on a wedding date, which is only two months away. Among the things they have to do now is decide on a venue. Despite the many obstacles, most specifically its exclusivity and the short time frame, they decide on the Athenaeum Club at Cal-Tech, which, from Amy's perspective, is a beautiful locale, while, from Sheldon's perspective, is a place where Albert Einstein frequented as a member and is a place where Albert Einstein frequented as a member and is a place where Albert Einstein frequented as a member. That exclusivity is displayed by Leonard and Sheldon long having been on the wait list to become members. Beyond that exclusivity, Amy and Sheldon waffle on the idea of the Club when they discover certain aspects of it. They do however decide that they would like to hold it there. The problem ends up being that the Club is already booked that day. Under the circumstances, Leonard feels like he should jump through hoops to make this venue happen for Amy and Sheldon. Meanwhile, Howard has decided that either he or Bernadette should be a full time stay at home parent to their two children. In discussing the issue, Howard has a specific choice on which of the two of them it should be, while Bernadette has mixed feelings on her own self as the choice. A day apart in certain routines may show them who, if either, would be the better choice for their situation.",6.8,"Thu, Mar 8, 2018"
248,S11,E18,The Gates Excitation,"Penny informs her friends that she has been asked by her company to be Bill Gates' guide when he comes for a visit. Despite especially Leonard, but also Howard and Raj's pleas to meet him, Penny tells them that it is solely a work function and that she doesn't have the authority to invite anyone along. Using some information inadvertently passed along by Penny, Leonard thinks he's found a way possibly to meet Gates. Going behind Penny's back may backfire on Leonard. Sheldon isn't involved in the begging to meet Gates as he initially believes that being April 1st that it is Penny playing an April's Fools prank solely on him. As the thought that Penny isn't pranking him slowly seeps into Sheldon's brain, he becomes easy prey truly to get pranked. Meanwhile, Stuart is taking the kids for the day leaving Bernadette free to go out for lunch with Amy. Bernadette finds that it is not only difficult to put the Mommy side of herself away, but that her brain has turned to Mommy mush. Amy helps her try to make that adult side of her brain function again. And Stuart is trying to learn Spanish so that he can hit on all the other nannies in the park.",7.1,"Thu, Mar 29, 2018"
249,S11,E19,The Tenant Disassociation,"Because of something that happens associated with the building that they are not too happy about, Leonard, Penny and Amy not only learn that Sheldon is the President of the building's Tenants' Association, but that he *is* the Tenants' Association. As such, he has had the power to implement whatever rule and regulation for the building he feels suits his needs, and issue the associated fine or other penalty to the offending tenant behind the cover of the Association. Having been at the receiving end of of those penalties, Leonard and Penny not only want to challenge Sheldon's presidency but put Leonard in the position instead. Finding that support in the building to topple Sheldon may be more difficult than they imagine. But one person secretly on their side is Amy, who has to find a way to provide that support in a meaningful way without Sheldon knowing that she is going against him. Meanwhile, Howard and Raj find a drone in the backyard. While they want to repair it and keep it, Bernadette wants them to place some effort into finding its true owner. Discovering some information about the drone, Raj ends up siding with Bernadette solely because of that information.",7.2,"Thu, Apr 5, 2018"
250,S11,E20,The Reclusive Potential,"The guys and the girls are having their own individual gatherings this weekend. Penny is organizing Amy's bachelorette party. Amy is expecting it to be a wild and crazy time both because it is a bachelorette party and because Penny, the party animal of the group, is organizing it. What ends up happening is Amy's dream crazy time, at least in her own belief. Meanwhile, Sheldon is spending the weekend with topologist Dr. Robert Wolcott in his remote cabin. Despite being brilliant or because of it, Dr. Wolcott was thought to have gone crazy leading to his paranoid attitude in living off the grid. Sheldon and Dr. Wolcott have been corresponding, with Sheldon believing that Dr. Wolcott may have some insight into his work in string theory. Because of Dr. Wolcott's reputation, the girls want the guys to stay with Sheldon for the weekend just in case Dr. Wolcott does end up being not just crazy but psychotic. What Leonard, Howard and Raj find is that Dr. Wolcott is indeed a bit off-kilter, but as a scientist is brilliant, he who attributes much of his brilliance to his isolation. Meeting Dr. Wolcott may give Sheldon some ideas of his own about how he'd like to live regardless of the fact of soon being a married man.",7.2,"Thu, Apr 12, 2018"
251,S11,E21,The Comet Polarization,Sheldon's comic book store experience changes when writer Neil Gaiman puts Stuart's store on the map; friendships are threatened when Koothrappali takes credit for Penny's astronomical discovery.,7.4,"Thu, Apr 19, 2018"
252,S11,E22,The Monetary Insufficiency,"Sheldon is generally all right with the notion that his current work on black holes can never be duplicated in an experiment and thus never be definitively proven. When Leonard devises a way for Sheldon to design an environment in which an experiment can be modeled, Sheldon decides to ask the university for the money needed to do so: $500,000,000. After his friends tell him there is no way the university is going to give him half a billion dollars, Sheldon has to decide whether to ask for a smaller amount which would no where come close to being able to achieve what he wants to do, or figure out some other way to get the money he really needs. Meanwhile, Amy is in the process of picking out a wedding dress. When Penny and Bernadette accompany her to the dress shop, Amy finds that every dress she tries on is ""the one"", with Penny and Bernadette agreeing that all the dresses have been beautiful. But when Amy finds the dress she truly believes is the one, Penny and Bernadette have to decide whether to tell Amy that that dress definitely is NOT the one.",7.2,"Thu, Apr 26, 2018"
253,S11,E23,The Sibling Realignment,"Sheldon learns that his mother will not be attending his and Amy's wedding unless Sheldon invites his older brother, Georgie (who now prefers to be called George), which Sheldon had no intention of doing for all the years that George bullied him when they were growing up. In trying to contact George, Sheldon learns that George equally has no intention of attending. With his mother's attendance on the line, Sheldon, with Leonard tagging along for moral support, has no other option but to go to Dallas, where George lives and works as a tires salesman, to speak to him face-to-face about the issue. As a bystander in the matter, Leonard sees that the facts as told by Sheldon and George may be similar, but the perspective may be a little different. In seeing that difference in perspective, Leonard may find a way for the brothers to bridge the gap. Back in Pasadena, Howard and Bernadette's children have a direct effect on the outward attractiveness of the wedding, the specific issue affecting almost all of the gang. While they as a group try to determine what to do about the matter so as not to have that negative effect on the wedding which is only a week away, Amy, in turn, has to hide it at all cost from Sheldon, this issue which could be a deal breaker for him in going through with the ceremony.",7.7,"Thu, May 3, 2018"
254,S11,E24,The Bow Tie Asymmetry,"Sheldon and Amy's wedding is just days away, with all their friends handling everything for them so that they can focus on what they need to. Something unexpected happens to Howard which affects the wedding in a way that Howard hopes will please Sheldon, but may irk someone else with a key role in the wedding. Much of what the friends need to do is to attend to the needs of the Coopers and the Fowlers who are all arriving from out of town. Those needs are great, especially by Mrs. Cooper and Mrs. Fowler, their wants which may threaten to overtake the festivities. Meanwhile, Sheldon and Amy can only think of something else, all stemming from Amy's comment to Sheldon that in tying his bow tie, it should be asymmetrical and not symmetrical like he is trying to tie it. —Huggo",9.0,"Thu, May 10, 2018"
255,S12,E1,The Conjugal Configuration,"Sheldon and Amy are on their honeymoon. The good news for Amy: Sheldon wants to have more coitus than usual and thus what she was expecting despite it being their honeymoon. The bad news for Amy: Sheldon has their coitus all scheduled like he has their entire honeymoon which for her is taking the romance out of it in she wanting some spontaneity. While Sheldon and Amy are away, Leonard and Penny learn that Mr. Fowler has been hiding from Mrs. Fowler in Sheldon and Amy's apartment. In seeing Mr. and Mrs. Fowler in a more up close and personal light, one of Leonard and Penny can't help but wonder if they are just a younger version of a ball-busting wife and a meek timid husband. And Raj has been asked by one of the local news television stations to talk about the meteor shower on the air, to which Howard states that it seems to be the same career trajectory as Dr. Neil deGrasse Tyson, who is now a celebrity. As such, Raj places himself on the same playing field as Dr. deGrasse Tyson in throwing down a gauntlet of sorts to his more famous colleague.",7.2,"Mon, Sep 24, 2018"
256,S12,E2,The Wedding Gift Wormhole,"Sheldon and Amy are back from their honeymoon, and are in the process of opening their wedding presents when they come across Leonard and Penny's gift which the card states is the ""perfect gift for the perfect couple"". The problem for Sheldon and Amy is that they have no idea what it is and don't want to ask Leonard and Penny being their best friends who put so much effort into giving them what they consider the perfect gift. Sheldon and Amy go on a literal and figurative scavenger hunt to figure out what the gift is, which is indeed the perfect gift, at least from Leonard's perspective. Meanwhile, Stuart and Denise have not broached the subject of making out at the wedding, they who are now tip-toeing around each other. Taking a chance, Stuart does ask her out, to which she accepts. In preparing for the date, Stuart goes a little overboard. And Stuart and Denise's date makes Raj come to a conclusion about his life, to which he takes what he believes is the appropriate action. —Huggo",7.6,"Thu, Sep 27, 2018"
257,S12,E3,The Procreation Calculation,"After completing a survey to find out all they need to know about each other, Raj is going on a date with Anu, the woman his father set him up with. Despite Anu not quite being the type of woman he usually goes out with, desperate Raj may forgo his dream of romance solely to be married. Even before taking some of the survey themselves, Leonard and Penny already know that they are not the most compatible couple. But their answers to one specific question may place an impassable wedge between the two of them. While Penny and Raj turn to Bernadette and Howard with their problems, Bernadette and Howard can't understand why their friends wouldn't just take their sage advice. And now that Stuart and Denise are dating, Howard ad Bernadette aren't sure if they can handle the fact of Stuart having sex in their house. —Huggo",7.2,"Thu, Oct 4, 2018"
258,S12,E4,The Tam Turbulence,"Sheldon receives a message from his best friend in high school, Tam Nguyen, that he is coming to California to show his son around Cal Tech. Sheldon's closest group of friends wonder why Sheldon has never mentioned Tam before. The reason? Sheldon and Tam have not spoken in twenty years since Tam is now on Sheldon's enemies list, because, according to the list, Tam ""knows what he did"". As such, Sheldon has no intention of meeting with Tam. Whatever the issue, Leonard, Howard and Raj believe that the reason will be nothing material to any normal person and thus without even knowing what it is, already side with Tam. After going through several channels without finding out the reason, Leonard, Howard and Raj do locate Tam on campus to find out directly from him, Tam doesn't divulge why for a very good reason. They eventually do learn the reason from Sheldon, all his friends try to bridge the gap from Sheldon back to Tam. Meanwhile, Penny and Bernadette decide to do some sleuthing on their own about Anu, who Raj has decided to marry. Much like Leonard, Howard and Raj, Penny and Bernadette decide to take the direct approach in going to the hotel where she works as a concierge to introduce themselves. The resulting dinner that Penny, Bernadette and Anu have together may have some unintended consequences.",7.0,"Thu, Oct 11, 2018"
259,S12,E5,The Planetarium Collision,"Amy doesn't have time to work on super-asymmetry, so Sheldon goes to great lengths to ensure she's available to work with him even it if means accidentally sabotaging her career in the process. Also, Koothrappali doesn't want Wolowitz to join him in hosting a show at the planetarium.",6.8,"Thu, Oct 18, 2018"
260,S12,E6,The Imitation Perturbation,"Halloween is upcoming, and in addition to the guys planning on wearing costumes to work on the actual day, Leonard and Penny decide to host a costume party the following night. Sheldon thinks nothing of Howard's costume, that is until he learns that Howard is dressed up like him. As such, Sheldon gets a view of how others think of him, as an object of ridicule. Because of Sheldon's reaction, Howard decides on a different costume for the party the following night, while Amy is angry at Bernadette for encouraging Howard to make fun of Sheldon. This situation leads to Amy and Sheldon deciding to get back at Howard and Bernadette. The question then becomes how Howard and Bernadette will react to Sheldon and Amy's comeback. Meanwhile, the fact of hosting a Halloween party leads to Leonard and Penny discussing what was their first kiss, it being at the only Halloween party hosted by Penny that she ever invited the guys to when she lived across the hall. Leonard and Penny have quite different perspective of that evening and thus the kiss.",8.2,"Thu, Oct 25, 2018"
261,S12,E7,The Grant Allocation Derivation,"President Siebert has asked Leonard to be in charge of dispersing what little of the administrative funds there are left for the year, Siebert not caring what is done with those funds. While Siebert could not care less, he foisting the job on Leonard solely to get it off his own plate, Leonard takes the job very seriously. Being a scientist, he wants to make the decision as empirical as he can. The decision becomes even harder when he has a shortlist of three, those three individuals, which includes some friends among the ranks, who place more and more pressure on him to come up with a decision that will make at least two hate him, which he could not tolerate in always needing validation in his life. Leonard figures that he has to make the best of a bad situation. Meanwhile, Bernadette is feeling overwhelmed both at work and at home. On the spur of the moment, she decides to tell Howard a little white lie in that she has to work late, while in reality she ends up hiding in the newly built playhouse in their backyard for Halley. This ""one hour"" little white lie every workday ends up being her sanctuary. But Bernadette may be able to keep her secret from the rest of the world for only so long before unexpected consequences start to emerge.",7.3,"Thu, Nov 1, 2018"
262,S12,E8,The Consummation Deviation,"Raj has announced that he and Anu are planning to get married in India on Valentine's Day 2019. With their wedding approaching, Anu tells Raj that she thinks they should have sex sooner than later to make sure that side of their relationship is compatible, she planning on getting a room in the hotel where she works for the event. A nervous Raj turns to his friends for support on the matter, but old routines may rear their proverbial ugly head in the process. This situation for Raj makes Leonard and Penny reminisce about their first time, they having different perspectives on it. And with Raj stating that he has a good relationship with Anu's parents, Sheldon decides to have bonding sessions with Amy's parents, first with Mr. Fowler before moving onto more difficult Mrs. Fowler. While Sheldon and Mr. Fowler's bonding session gets sidetracked by an easily distracted Mr. Fowler, Amy wants to protect a lie she has been perpetrating about Sheldon and her mother. —Huggo",7.3,"Thu, Nov 8, 2018"
263,S12,E9,The Citation Negation,"Sheldon and Amy are devastated after learning from a Russian paper that super asymmetry has already been theorized and disproved. Also, ultra-competitive Bernadette asks Stuart's girlfriend, Denise, to teach her how to beat Howard in a popular video game.",7.2,"Thu, Nov 15, 2018"
264,S12,E10,The VCR Illumination,"Amy, and especially Sheldon, are still reeling from learning that their theory on super asymmetry, which Sheldon at least believed was his path to a Nobel, had long ago been disproven and thus will not be his path to a Nobel. As such, Sheldon begins to question what were all his natural instincts which scares Amy as she believes it will only be a matter of time before he starts to question their relationship and marriage. While all their friends try to avoid setting off any triggers to make the situation worse, Leonard believes that two people who Sheldon admires most in the world may be able to help him, one being Beverly and the other being who Sheldon truly believes is the smartest person in the world. It may be some associated items that may help Sheldon the most. Meanwhile, Bernadette learns that Howard had once contemplated auditioning to be a member of the Magic Castle as the Great Howdini, he never went through with it believing he didn't quite have the right stuff to be in the big leagues. Bernadette vows to help Howard achieve this long put aside dream, perhaps with a little ulterior motive on her part and a unique perspective.",7.5,"Thu, Dec 6, 2018"
265,S12,E11,The Paintball Scattering,"The generally positive reviews to Amy and Sheldon's paper on Super Asymmetry leads to a plethora of interview requests, which President Siebert wants Amy to handle in Sheldon not really presenting himself well when it comes to dealing with people. President Siebert is able to convince Sheldon and Amy to this fact. But when the first interview results in a headline that places Amy in the spotlight and Sheldon in the back seat when it comes to the work - the headline no fault of Amy's - Sheldon may have issue not only with Amy handling all the interviews but with Amy herself. Meanwhile, Raj has just helped Anu install a doorbell camera at her place. Keeping a copy of the app on his phone, Raj sees a man who he doesn't know at Anu's doorstep, he with who she seems just a little too ""familiar"" for Raj's liking. Raj has to decide what to do with this information which amounts to he spying on her. And Denise asks Stuart to move in with her, his reaction being a little less positive than she would have liked or expected. All three of these relationship issues may come to a head at the paintball match Penny and Leonard have arranged for their friends.",7.3,"Thu, Jan 3, 2019"
266,S12,E12,The Propagation Proposition,"In Penny, Amy and Bernadette's girls' night out, they run into Penny's old boyfriend, Zack, who tells them that he has sold his company and retired a wealthy man, but perhaps most importantly that he has gotten married. He invites Penny and Leonard to a get together with him and his wife, Marissa, on their boat. Leonard feels uncomfortable enough as he has always been a bit jealous of Zack if only because he used to date Penny, but even more so now considering Zack's seeming success and financial security. But when Penny and Leonard do get together with Zack and Marissa, Penny may be the uncomfortable one when their hosts tell them the ulterior motive they had in inviting them. Their request may bring Leonard and Penny's relationship under greater scrutiny. And in what was the boys' games night in, the issue of Raj and the seeming end of his relationship with Anu keeps coming up. In thinking about it, Raj wants to get back together with her. In speaking to both Anu and his father, the former who may not have forgiven Raj, Raj may come to a realization about the true nature of him and Anu as a couple.",7.1,"Thu, Jan 10, 2019"
267,S12,E13,The Confirmation Polarization,"Sheldon and Amy ""did it"" in that their theory on super asymmetry has been confirmed by a pair of experimental physicists, Drs. Pemberton and Campbell with Chicago-based Fermilab, through their own work. President Siebert now believes they may be on track for that much sought after Nobel prize. As a sign to strengthen that thought, Drs. Pemberton and Campbell are on their way to Caltech to meet with Sheldon and Amy. Sheldon and Amy may find that this visit by their colleagues has consequences they didn't consider, and places Sheldon in a potential quandary. Meanwhile, the drug that Bernadette has been working on for three years has finally been approved for production and she wants Penny to head the drug's marketing team. Without telling her, Penny doesn't really want the job. While Penny tries to get out of it, Bernadette tries to manipulate the situation, like she has manipulated situation after situation, to her benefit. —Huggo",7.1,"Thu, Jan 17, 2019"
268,S12,E14,The Meteorite Manifestation,"Howard and Bernadette's new neighbor, Andy, an otherwise seemingly nice man, has built a porch overlooking their backyard, in combination with his motion activated flood light which has totally invaded any privacy they had in their backyard. Going down to city hall to investigate, they discover that they have to go through a bureaucratic quagmire just to learn if Andy obtained a permit for the porch, and if not a separate bureaucratic quagmire to see if the porch in any way contravenes zoning. They feel at a loss if to proceed until the learn that rule-obsessed and detail-oriented Sheldon loves such bureaucracy and is willing will go through the bureaucracy for them. The tables may be turned when Sheldon discovers something about Howard and Bernadette which could threaten him not only not helping them but their friendship in its entirety. Meanwhile, Leonard is professionally feeling a little left behind, with Sheldon and Amy perhaps on the brink of a Nobel. The latest issue is that Bert has asked Raj for help with a found meteorite, Bert wants Raj's opinion on his suspicion of organic matter contained within. The kicker ends up being when Bert and Raj decide to cut open the meteorite and decline Leonard's offer to use his laser - Leonard believing his option is superior - in favor of Bert's diamond blade circular saw.",7.1,"Thu, Jan 31, 2019"
269,S12,E15,The Donation Oscillation,"Penny tries to seduce an abstaining Leonard to ruin his ""donation"" for her ex-boyfriend, Zack (Brian Thomas Smith), and his wife, Marissa (Lindsey Kraft). Also, Wolowitz, Bernadette, Anu (Rati Gupta) and Koothrappali turn Koothrappali's canceled bachelor party into a couple's trip aboard the Vomit Comet. —glyng2",7.4,"Thu, Feb 7, 2019"
